code,note,prj4,prj_method
7325,"NAD83(2011) / InGCS Jennings (m)",+proj=tmerc +lat_0=38.8 +lon_0=-85.8 +k=1.000025 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7326,"NAD83(2011) / InGCS Jennings (ftUS)",+proj=tmerc +lat_0=38.8 +lon_0=-85.8 +k=1.000025 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7327,"NAD83(2011) / InGCS Johnson-Marion (m)",+proj=tmerc +lat_0=39.3 +lon_0=-86.15 +k=1.000031 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7328,"NAD83(2011) / InGCS Johnson-Marion (ftUS)",+proj=tmerc +lat_0=39.3 +lon_0=-86.15 +k=1.000031 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7329,"NAD83(2011) / InGCS Knox (m)",+proj=tmerc +lat_0=38.4 +lon_0=-87.45 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7330,"NAD83(2011) / InGCS Knox (ftUS)",+proj=tmerc +lat_0=38.4 +lon_0=-87.45 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7331,"NAD83(2011) / InGCS LaGrange-Noble (m)",+proj=tmerc +lat_0=41.25 +lon_0=-85.45 +k=1.000037 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7332,"NAD83(2011) / InGCS LaGrange-Noble (ftUS)",+proj=tmerc +lat_0=41.25 +lon_0=-85.45 +k=1.000037 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7333,"NAD83(2011) / InGCS Lake-Newton (m)",+proj=tmerc +lat_0=40.7 +lon_0=-87.4 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7334,"NAD83(2011) / InGCS Lake-Newton (ftUS)",+proj=tmerc +lat_0=40.7 +lon_0=-87.4 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7335,"NAD83(2011) / InGCS LaPorte-Pulaski-Starke (m)",+proj=tmerc +lat_0=40.9 +lon_0=-86.75 +k=1.000027 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7336,"NAD83(2011) / InGCS LaPorte-Pulaski-Starke (ftUS)",+proj=tmerc +lat_0=40.9 +lon_0=-86.75 +k=1.000027 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7337,"NAD83(2011) / InGCS Monroe-Morgan (m)",+proj=tmerc +lat_0=38.95 +lon_0=-86.5 +k=1.000028 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7338,"NAD83(2011) / InGCS Monroe-Morgan (ftUS)",+proj=tmerc +lat_0=38.95 +lon_0=-86.5 +k=1.000028 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7339,"NAD83(2011) / InGCS Montgomery-Putnam (m)",+proj=tmerc +lat_0=39.45 +lon_0=-86.95 +k=1.000031 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7340,"NAD83(2011) / InGCS Montgomery-Putnam (ftUS)",+proj=tmerc +lat_0=39.45 +lon_0=-86.95 +k=1.000031 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7341,"NAD83(2011) / InGCS Owen (m)",+proj=tmerc +lat_0=39.15 +lon_0=-86.9 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7342,"NAD83(2011) / InGCS Owen (ftUS)",+proj=tmerc +lat_0=39.15 +lon_0=-86.9 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7343,"NAD83(2011) / InGCS Parke-Vermillion (m)",+proj=tmerc +lat_0=39.6 +lon_0=-87.35 +k=1.000022 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7344,"NAD83(2011) / InGCS Parke-Vermillion (ftUS)",+proj=tmerc +lat_0=39.6 +lon_0=-87.35 +k=1.000022 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7345,"NAD83(2011) / InGCS Perry (m)",+proj=tmerc +lat_0=37.8 +lon_0=-86.7 +k=1.00002 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7346,"NAD83(2011) / InGCS Perry (ftUS)",+proj=tmerc +lat_0=37.8 +lon_0=-86.7 +k=1.00002 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7347,"NAD83(2011) / InGCS Pike-Warrick (m)",+proj=tmerc +lat_0=37.85 +lon_0=-87.3 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7348,"NAD83(2011) / InGCS Pike-Warrick (ftUS)",+proj=tmerc +lat_0=37.85 +lon_0=-87.3 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7349,"NAD83(2011) / InGCS Posey (m)",+proj=tmerc +lat_0=37.75 +lon_0=-87.95 +k=1.000013 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7350,"NAD83(2011) / InGCS Posey (ftUS)",+proj=tmerc +lat_0=37.75 +lon_0=-87.95 +k=1.000013 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7351,"NAD83(2011) / InGCS Randolph-Wayne (m)",+proj=tmerc +lat_0=39.7 +lon_0=-85.05 +k=1.000044 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7352,"NAD83(2011) / InGCS Randolph-Wayne (ftUS)",+proj=tmerc +lat_0=39.7 +lon_0=-85.05 +k=1.000044 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7353,"NAD83(2011) / InGCS Ripley (m)",+proj=tmerc +lat_0=38.9 +lon_0=-85.3 +k=1.000038 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7354,"NAD83(2011) / InGCS Ripley (ftUS)",+proj=tmerc +lat_0=38.9 +lon_0=-85.3 +k=1.000038 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7355,"NAD83(2011) / InGCS Shelby (m)",+proj=tmerc +lat_0=39.3 +lon_0=-85.9 +k=1.00003 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7356,"NAD83(2011) / InGCS Shelby (ftUS)",+proj=tmerc +lat_0=39.3 +lon_0=-85.9 +k=1.00003 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7357,"NAD83(2011) / InGCS Spencer (m)",+proj=tmerc +lat_0=37.75 +lon_0=-87.05 +k=1.000014 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7358,"NAD83(2011) / InGCS Spencer (ftUS)",+proj=tmerc +lat_0=37.75 +lon_0=-87.05 +k=1.000014 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7359,"NAD83(2011) / InGCS Steuben (m)",+proj=tmerc +lat_0=41.5 +lon_0=-85 +k=1.000041 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7360,"NAD83(2011) / InGCS Steuben (ftUS)",+proj=tmerc +lat_0=41.5 +lon_0=-85 +k=1.000041 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7361,"NAD83(2011) / InGCS Sullivan (m)",+proj=tmerc +lat_0=38.9 +lon_0=-87.5 +k=1.000017 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7362,"NAD83(2011) / InGCS Sullivan (ftUS)",+proj=tmerc +lat_0=38.9 +lon_0=-87.5 +k=1.000017 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7363,"NAD83(2011) / InGCS Tippecanoe-White (m)",+proj=tmerc +lat_0=40.2 +lon_0=-86.9 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7364,"NAD83(2011) / InGCS Tippecanoe-White (ftUS)",+proj=tmerc +lat_0=40.2 +lon_0=-86.9 +k=1.000026 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7365,"NAD83(2011) / InGCS Vanderburgh (m)",+proj=tmerc +lat_0=37.8 +lon_0=-87.55 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7366,"NAD83(2011) / InGCS Vanderburgh (ftUS)",+proj=tmerc +lat_0=37.8 +lon_0=-87.55 +k=1.000015 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7367,"NAD83(2011) / InGCS Vigo (m)",+proj=tmerc +lat_0=39.25 +lon_0=-87.45 +k=1.00002 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7368,"NAD83(2011) / InGCS Vigo (ftUS)",+proj=tmerc +lat_0=39.25 +lon_0=-87.45 +k=1.00002 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7369,"NAD83(2011) / InGCS Wells (m)",+proj=tmerc +lat_0=40.55 +lon_0=-85.25 +k=1.000034 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7370,"NAD83(2011) / InGCS Wells (ftUS)",+proj=tmerc +lat_0=40.55 +lon_0=-85.25 +k=1.000034 +x_0=240000 +y_0=36000 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7374,ONGD14 / UTM zone 39N,+proj=utm +zone=39 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7375,ONGD14 / UTM zone 40N,+proj=utm +zone=40 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7376,ONGD14 / UTM zone 41N,+proj=utm +zone=41 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7528,"NAD83(2011) / WISCRS Adams and Juneau (m)",+proj=tmerc +lat_0=43.3666666666667 +lon_0=-90 +k=1.0000365285 +x_0=147218.6942 +y_0=0.0037 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7529,"NAD83(2011) / WISCRS Ashland (m)",+proj=tmerc +lat_0=45.7061111111111 +lon_0=-90.6222222222222 +k=1.0000495683 +x_0=172821.9461 +y_0=0.0017 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7530,"NAD83(2011) / WISCRS Barron (m)",+proj=tmerc +lat_0=45.1333333333333 +lon_0=-91.85 +k=1.0000486665 +x_0=93150 +y_0=0.0029 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7531,"NAD83(2011) / WISCRS Bayfield (m)",+proj=lcc +lat_1=46.6696483772222 +lat_0=46.6696483772222 +lon_0=-91.1527777777778 +k_0=1.0000331195 +x_0=228600.4575 +y_0=148551.4837 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7532,"NAD83(2011) / WISCRS Brown (m)",+proj=tmerc +lat_0=43 +lon_0=-88 +k=1.00002 +x_0=31600 +y_0=4600 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7533,"NAD83(2011) / WISCRS Buffalo (m)",+proj=tmerc +lat_0=43.4813888888889 +lon_0=-91.7972222222222 +k=1.0000382778 +x_0=175260.3502 +y_0=0.0048 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7534,"NAD83(2011) / WISCRS Burnett (m)",+proj=lcc +lat_1=45.8987148658333 +lat_0=45.8987148658333 +lon_0=-92.4577777777778 +k_0=1.0000383841 +x_0=64008.1276 +y_0=59445.9043 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7535,"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (m)",+proj=tmerc +lat_0=42.7194444444444 +lon_0=-88.5 +k=1.0000286569 +x_0=244754.8893 +y_0=0.0049 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7536,"NAD83(2011) / WISCRS Chippewa (m)",+proj=lcc +lat_1=44.9778568986111 +lat_0=44.9778568986111 +lon_0=-91.2944444444444 +k_0=1.0000391127 +x_0=60045.72 +y_0=44091.4346 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7537,"NAD83(2011) / WISCRS Clark (m)",+proj=tmerc +lat_0=43.6 +lon_0=-90.7083333333333 +k=1.0000463003 +x_0=199949.1989 +y_0=0.0086 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7538,"NAD83(2011) / WISCRS Columbia (m)",+proj=lcc +lat_1=43.4625466458333 +lat_0=43.4625466458333 +lon_0=-89.3944444444444 +k_0=1.00003498 +x_0=169164.3381 +y_0=111569.6134 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7539,"NAD83(2011) / WISCRS Crawford (m)",+proj=lcc +lat_1=43.200055605 +lat_0=43.200055605 +lon_0=-90.9388888888889 +k_0=1.0000349151 +x_0=113690.6274 +y_0=53703.1201 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7540,"NAD83(2011) / WISCRS Dane (m)",+proj=lcc +lat_1=43.0695160375 +lat_0=43.0695160375 +lon_0=-89.4222222222222 +k_0=1.0000384786 +x_0=247193.2944 +y_0=146591.9896 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7541,"NAD83(2011) / WISCRS Dodge and Jefferson (m)",+proj=tmerc +lat_0=41.4722222222222 +lon_0=-88.775 +k=1.0000346418 +x_0=263347.7263 +y_0=0.0076 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7542,"NAD83(2011) / WISCRS Door (m)",+proj=tmerc +lat_0=44.4 +lon_0=-87.2722222222222 +k=1.0000187521 +x_0=158801.1176 +y_0=0.0023 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7543,"NAD83(2011) / WISCRS Douglas (m)",+proj=tmerc +lat_0=45.8833333333333 +lon_0=-91.9166666666667 +k=1.0000385418 +x_0=59131.3183 +y_0=0.0041 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7544,"NAD83(2011) / WISCRS Dunn (m)",+proj=tmerc +lat_0=44.4083333333333 +lon_0=-91.8944444444444 +k=1.0000410324 +x_0=51816.104 +y_0=0.003 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7545,"NAD83(2011) / WISCRS Eau Claire (m)",+proj=lcc +lat_1=44.8722811263889 +lat_0=44.8722811263889 +lon_0=-91.2888888888889 +k_0=1.000035079 +x_0=120091.4402 +y_0=91687.9239 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7546,"NAD83(2011) / WISCRS Florence (m)",+proj=tmerc +lat_0=45.4388888888889 +lon_0=-88.1416666666667 +k=1.0000552095 +x_0=133502.6683 +y_0=0.0063 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7547,"NAD83(2011) / WISCRS Forest (m)",+proj=tmerc +lat_0=44.0055555555556 +lon_0=-88.6333333333333 +k=1.0000673004 +x_0=275844.5533 +y_0=0.0157 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7548,"NAD83(2011) / WISCRS Grant (m)",+proj=tmerc +lat_0=41.4111111111111 +lon_0=-90.8 +k=1.0000349452 +x_0=242316.4841 +y_0=0.01 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7549,"NAD83(2011) / WISCRS Green and Lafayette (m)",+proj=lcc +lat_1=42.6375622769444 +lat_0=42.6375622769444 +lon_0=-89.8388888888889 +k_0=1.0000390487 +x_0=170078.7403 +y_0=45830.2947 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7550,"NAD83(2011) / WISCRS Green Lake and Marquette (m)",+proj=lcc +lat_1=43.8070001177778 +lat_0=43.8070001177778 +lon_0=-89.2416666666667 +k_0=1.0000344057 +x_0=150876.3018 +y_0=79170.7795 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7551,"NAD83(2011) / WISCRS Iowa (m)",+proj=tmerc +lat_0=42.5388888888889 +lon_0=-90.1611111111111 +k=1.0000394961 +x_0=113081.0261 +y_0=0.0045 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7552,"NAD83(2011) / WISCRS Iron (m)",+proj=tmerc +lat_0=45.4333333333333 +lon_0=-90.2555555555556 +k=1.0000677153 +x_0=220980.4419 +y_0=0.0085 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7553,"NAD83(2011) / WISCRS Jackson (m)",+proj=tmerc +lat_0=44.2533351277778 +lon_0=-90.8442965194444 +k=1.0000353 +x_0=27000 +y_0=25000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7554,"NAD83(2011) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m)",+proj=tmerc +lat_0=42.2166666666667 +lon_0=-87.8944444444444 +k=1.0000260649 +x_0=185928.3728 +y_0=0.0009 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7555,"NAD83(2011) / WISCRS Kewaunee, Manitowoc and Sheboygan (m)",+proj=tmerc +lat_0=43.2666666666667 +lon_0=-87.55 +k=1.0000233704 +x_0=79857.7614 +y_0=0.0012 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7556,"NAD83(2011) / WISCRS La Crosse (m)",+proj=tmerc +lat_0=43.4511111111111 +lon_0=-91.3166666666667 +k=1.0000319985 +x_0=130454.6598 +y_0=0.0033 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7557,"NAD83(2011) / WISCRS Langlade (m)",+proj=lcc +lat_1=45.1542371052778 +lat_0=45.1542371052778 +lon_0=-89.0333333333333 +k_0=1.0000627024 +x_0=198425.197 +y_0=105279.7829 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7558,"NAD83(2011) / WISCRS Lincoln (m)",+proj=tmerc +lat_0=44.8444444444444 +lon_0=-89.7333333333333 +k=1.0000599003 +x_0=116129.0323 +y_0=0.0058 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7559,"NAD83(2011) / WISCRS Marathon (m)",+proj=lcc +lat_1=44.9009044236111 +lat_0=44.9009044236111 +lon_0=-89.77 +k_0=1.000053289 +x_0=74676.1493 +y_0=55049.2669 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7560,"NAD83(2011) / WISCRS Marinette (m)",+proj=tmerc +lat_0=44.6916666666667 +lon_0=-87.7111111111111 +k=1.0000234982 +x_0=238658.8794 +y_0=0.0032 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7561,"NAD83(2011) / WISCRS Menominee (m)",+proj=tmerc +lat_0=44.7166666666667 +lon_0=-88.4166666666667 +k=1.0000362499 +x_0=105461.0121 +y_0=0.0029 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7562,"NAD83(2011) / WISCRS Monroe (m)",+proj=lcc +lat_1=44.0000739286111 +lat_0=44.0000739286111 +lon_0=-90.6416666666667 +k_0=1.0000434122 +x_0=204521.209 +y_0=121923.9861 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7563,"NAD83(2011) / WISCRS Oconto (m)",+proj=tmerc +lat_0=44.3972222222222 +lon_0=-87.9083333333333 +k=1.0000236869 +x_0=182880.3676 +y_0=0.0033 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7564,"NAD83(2011) / WISCRS Oneida (m)",+proj=lcc +lat_1=45.7042237702778 +lat_0=45.7042237702778 +lon_0=-89.5444444444444 +k_0=1.0000686968 +x_0=70104.1401 +y_0=57588.0346 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7565,"NAD83(2011) / WISCRS Pepin and Pierce (m)",+proj=lcc +lat_1=44.6361488719444 +lat_0=44.6361488719444 +lon_0=-92.2277777777778 +k_0=1.0000362977 +x_0=167640.3354 +y_0=86033.0876 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7566,"NAD83(2011) / WISCRS Polk (m)",+proj=tmerc +lat_0=44.6611111111111 +lon_0=-92.6333333333333 +k=1.0000433849 +x_0=141732.2823 +y_0=0.0059 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7567,"NAD83(2011) / WISCRS Portage (m)",+proj=lcc +lat_1=44.4168239752778 +lat_0=44.4168239752778 +lon_0=-89.5 +k_0=1.000039936 +x_0=56388.1128 +y_0=50022.1874 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7568,"NAD83(2011) / WISCRS Price (m)",+proj=tmerc +lat_0=44.5555555555556 +lon_0=-90.4888888888889 +k=1.0000649554 +x_0=227990.8546 +y_0=0.0109 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7569,"NAD83(2011) / WISCRS Richland (m)",+proj=lcc +lat_1=43.3223129275 +lat_0=43.3223129275 +lon_0=-90.4305555555556 +k_0=1.0000375653 +x_0=202387.6048 +y_0=134255.4253 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7570,"NAD83(2011) / WISCRS Rock (m)",+proj=tmerc +lat_0=41.9444444444444 +lon_0=-89.0722222222222 +k=1.0000337311 +x_0=146304.2926 +y_0=0.0068 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7571,"NAD83(2011) / WISCRS Rusk (m)",+proj=tmerc +lat_0=43.9194444444444 +lon_0=-91.0666666666667 +k=1.0000495976 +x_0=250546.1013 +y_0=0.0234 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7572,"NAD83(2011) / WISCRS Sauk (m)",+proj=tmerc +lat_0=42.8194444444444 +lon_0=-89.9 +k=1.0000373868 +x_0=185623.5716 +y_0=0.0051 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7573,"NAD83(2011) / WISCRS Sawyer (m)",+proj=lcc +lat_1=45.9000991313889 +lat_0=45.9000991313889 +lon_0=-91.1166666666667 +k_0=1.0000573461 +x_0=216713.2336 +y_0=120734.1631 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7574,"NAD83(2011) / WISCRS Shawano (m)",+proj=tmerc +lat_0=44.0361111111111 +lon_0=-88.6055555555556 +k=1.000032144 +x_0=262433.3253 +y_0=0.0096 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7575,"NAD83(2011) / WISCRS St. Croix (m)",+proj=tmerc +lat_0=44.0361111111111 +lon_0=-92.6333333333333 +k=1.0000381803 +x_0=165506.7302 +y_0=0.0103 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7576,"NAD83(2011) / WISCRS Taylor (m)",+proj=lcc +lat_1=45.1778220858333 +lat_0=45.1778220858333 +lon_0=-90.4833333333333 +k_0=1.0000597566 +x_0=187147.5744 +y_0=107746.7522 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7577,"NAD83(2011) / WISCRS Trempealeau (m)",+proj=tmerc +lat_0=43.1611111111111 +lon_0=-91.3666666666667 +k=1.0000361538 +x_0=256946.9138 +y_0=0.0041 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7578,"NAD83(2011) / WISCRS Vernon (m)",+proj=lcc +lat_1=43.5750329397222 +lat_0=43.5750329397222 +lon_0=-90.7833333333333 +k_0=1.0000408158 +x_0=222504.4451 +y_0=47532.0602 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7579,"NAD83(2011) / WISCRS Vilas (m)",+proj=lcc +lat_1=46.0778440905556 +lat_0=46.0778440905556 +lon_0=-89.4888888888889 +k_0=1.0000730142 +x_0=134417.0689 +y_0=50337.1092 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7580,"NAD83(2011) / WISCRS Walworth (m)",+proj=lcc +lat_1=42.6694620969444 +lat_0=42.6694620969444 +lon_0=-88.5416666666667 +k_0=1.0000367192 +x_0=232562.8651 +y_0=111088.2224 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7581,"NAD83(2011) / WISCRS Washburn (m)",+proj=lcc +lat_1=45.9612198333333 +lat_0=45.9612198333333 +lon_0=-91.7833333333333 +k_0=1.0000475376 +x_0=234086.8682 +y_0=188358.6058 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7582,"NAD83(2011) / WISCRS Washington (m)",+proj=tmerc +lat_0=42.9180555555556 +lon_0=-88.0638888888889 +k=1.00003738 +x_0=120091.4415 +y_0=0.003 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7583,"NAD83(2011) / WISCRS Waukesha (m)",+proj=tmerc +lat_0=42.5694444444444 +lon_0=-88.225 +k=1.0000346179 +x_0=208788.418 +y_0=0.0034 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7584,"NAD83(2011) / WISCRS Waupaca (m)",+proj=tmerc +lat_0=43.4202777777778 +lon_0=-88.8166666666667 +k=1.0000333645 +x_0=185013.9709 +y_0=0.007 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
7585,"NAD83(2011) / WISCRS Waushara (m)",+proj=lcc +lat_1=44.1139440458333 +lat_0=44.1139440458333 +lon_0=-89.2416666666667 +k_0=1.0000392096 +x_0=120091.4402 +y_0=45069.7587 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7586,"NAD83(2011) / WISCRS Wood (m)",+proj=lcc +lat_1=44.3625954694444 +lat_0=44.3625954694444 +lon_0=-90 +k_0=1.0000421209 +x_0=208483.6173 +y_0=134589.754 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
7587,"NAD83(2011) / WISCRS Adams and Juneau (ftUS)",+proj=tmerc +lat_0=43.3666666666667 +lon_0=-90 +k=1.0000365285 +x_0=147218.694132588 +y_0=0.00365760731521463 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
7588,"NAD83(2011) / WISCRS Ashland (ftUS)",+proj=tmerc +lat_0=45.7061111111111 +lon_0=-90.6222222222222 +k=1.0000495683 +x_0=172821.945948692 +y_0=0.00182880365760732 +ellps=GRS80 +units=us-ft +no_defs +type=crs,Transverse Mercator
